| Nº pess/|Período|data atual|TipTmp|TxtDescritTipTempos      |     Número|
|   660862| 202204|03/04/2022|PANT  |Par final anterior a DSR |     60,20 |
|   660862| 202204|03/04/2022|2482  |Aux/ Hrs ajuste TIP DSR  |      2,00 |
|   660862| 202204|03/04/2022|HFOL  |Cont Dias Folga          |      1,00 |
|   660862| 202204|03/04/2022|NSSR  |Número Semanas s/ repouso|      8,00-|
|   660862| 202204|03/04/2022|NDSR  |Número Dias s/ repouso   |      2,00-|
|   660862| 202204|03/04/2022|2700  |Saldo Semanal BH         |      2,97 |
|   660862| 202204|03/04/2022|E303  |Repouso Remunerado       |      7,33 |
|   660862| 202204|03/04/2022|2350  |Jornada Mensal           |      7,33 |
|   660862| 202204|03/04/2022|9400  |Bco Hrs Compensadas 16-31|     19,14-|
|   306492| 202204|04/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   306492| 202204|04/04/2022|PAND  |Par inicial  teórico dia |      5,00 |
|   306492| 202204|04/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |      5,00 |
|   306492| 202204|04/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   306492| 202204|04/04/2022|PANT  |Par final anterior a DSR |     13,70 |
|   306492| 202204|04/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   306492| 202204|04/04/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,53 |
|   306492| 202204|04/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   306492| 202204|04/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   306492| 202204|04/04/2022|JREA  |Jornada Realizada        |      7,87 |
|   306492| 202204|04/04/2022|JRES  |Jornada Realizada Sadia  |      7,87 |
|   306492| 202204|04/04/2022|2837  |Horas Normais            |      7,33 |
|   306492| 202204|04/04/2022|DSHT  |Horas trabalhadas/dia    |      7,33 |
|   306492| 202204|04/04/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   306492| 202204|04/04/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,37 |
|   306492| 202204|04/04/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   306492| 202204|04/04/2022|BRN2  |HrsExtra turno noite Ctg2|      0,17 |
|   306492| 202204|04/04/2022|BRT2  |Horas extra categoria 2  |     60,00 |
|   306492| 202204|04/04/2022|2502  |Banco de Horas 60%       |      0,53 |
|   306492| 202204|04/04/2022|2700  |Saldo Semanal BH         |      0,53 |
|   306492| 202204|04/04/2022|2701  |Saldo Mensal BH          |      0,53 |
|   306492| 202204|04/04/2022|E502  |Bco Hrs 60%              |      0,53 |
|   306492| 202204|04/04/2022|8704  |Hrs Extras 60%           |      0,53 |
|   306492| 202204|04/04/2022|0310  |Hrs/extrs/não autor/pres/|      0,53 |
|   306492| 202204|04/04/2022|0110  |Período variável Presença|      7,87 |
|   306492| 202204|04/04/2022|0010  |Presença                 |      7,87 |
|   306492| 202204|04/04/2022|0301  |Hrs/extras não autorizad/|      0,53 |
|   306492| 202204|04/04/2022|0100  |Período variável         |      7,33 |
|   306492| 202204|04/04/2022|0003  |Horário individual       |      7,33 |
|   306492| 202204|04/04/2022|0500  |Intervalo                |      1,00 |
|   306492| 202204|04/04/2022|E837  |Hrs Normais              |      7,33 |
|   306492| 202204|04/04/2022|E565  |Ad Not 25% S/ HE 60%     |      0,17 |
|   306492| 202204|04/04/2022|BRCO  |Compensação horária      |      0,53 |
|   306492| 202204|04/04/2022|2350  |Jornada Mensal           |      7,33 |
|   306492| 202204|04/04/2022|9400  |Bco Hrs Compensadas 16-31|      1,85-|
|   306492| 202204|04/04/2022|0002  |Tempo teórico            |      7,33 |
|   306492| 202204|04/04/2022|0050  |Horas produtivas         |      7,87 |
|   306492| 202204|04/04/2022|0051  |Hrs/produtivas acumuladas|      7,87 |
|   306762| 202204|04/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   306762| 202204|04/04/2022|NUMA  |Numero Horas Tipo Proc/ A|      6,33 |
|   306762| 202204|04/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   306762| 202204|04/04/2022|2841  |Codigos de Abono         |      6,33 |
|   306762| 202204|04/04/2022|3100  |Férias                   |      6,33 |
|   306762| 202204|04/04/2022|0500  |Intervalo                |      1,00 |
|   306762| 202204|04/04/2022|0002  |Tempo teórico            |      6,33 |
|   306762| 202204|04/04/2022|0005  |Saldo horário flexível   |      6,33-|
|   306762| 202204|04/04/2022|TF01  |Flag de ausência         |      1,00 |
|   307458| 202204|04/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   307458| 202204|04/04/2022|PAND  |Par inicial  teórico dia |      5,00 |
|   307458| 202204|04/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |      5,00 |
|   307458| 202204|04/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   307458| 202204|04/04/2022|PANT  |Par final anterior a DSR |     13,72 |
|   307458| 202204|04/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   307458| 202204|04/04/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,65 |
|   307458| 202204|04/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   307458| 202204|04/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   307458| 202204|04/04/2022|JREA  |Jornada Realizada        |      7,98 |
|   307458| 202204|04/04/2022|JRES  |Jornada Realizada Sadia  |      7,98 |
|   307458| 202204|04/04/2022|2837  |Horas Normais            |      7,33 |
|   307458| 202204|04/04/2022|DSHT  |Horas trabalhadas/dia    |      7,33 |
|   307458| 202204|04/04/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   307458| 202204|04/04/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,38 |
|   307458| 202204|04/04/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   307458| 202204|04/04/2022|BRN2  |HrsExtra turno noite Ctg2|      0,27 |
|   307458| 202204|04/04/2022|BRT2  |Horas extra categoria 2  |     60,00 |
|   307458| 202204|04/04/2022|2502  |Banco de Horas 60%       |      0,65 |
|   307458| 202204|04/04/2022|2700  |Saldo Semanal BH         |      0,65 |
|   307458| 202204|04/04/2022|2701  |Saldo Mensal BH          |      0,65 |
|   307458| 202204|04/04/2022|E502  |Bco Hrs 60%              |      0,65 |
|   307458| 202204|04/04/2022|8704  |Hrs Extras 60%           |      0,65 |
|   307458| 202204|04/04/2022|0310  |Hrs/extrs/não autor/pres/|      0,65 |
|   307458| 202204|04/04/2022|0110  |Período variável Presença|      7,98 |
|   307458| 202204|04/04/2022|0010  |Presença                 |      7,98 |
|   307458| 202204|04/04/2022|0301  |Hrs/extras não autorizad/|      0,65 |
|   307458| 202204|04/04/2022|0100  |Período variável         |      7,33 |
|   307458| 202204|04/04/2022|0003  |Horário individual       |      7,33 |
|   307458| 202204|04/04/2022|0500  |Intervalo                |      1,00 |
|   307458| 202204|04/04/2022|E837  |Hrs Normais              |      7,33 |
|   307458| 202204|04/04/2022|E565  |Ad Not 25% S/ HE 60%     |      0,27 |
|   307458| 202204|04/04/2022|BRCO  |Compensação horária      |      0,65 |
|   307458| 202204|04/04/2022|2350  |Jornada Mensal           |      7,33 |
|   307458| 202204|04/04/2022|9400  |Bco Hrs Compensadas 16-31|     16,98-|
|   307458| 202204|04/04/2022|0002  |Tempo teórico            |      7,33 |
|   307458| 202204|04/04/2022|0050  |Horas produtivas         |      7,98 |
|   307458| 202204|04/04/2022|0051  |Hrs/produtivas acumuladas|      7,98 |
|   308176| 202204|04/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   308176| 202204|04/04/2022|PAND  |Par inicial  teórico dia |     13,33 |
|   308176| 202204|04/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     13,33 |
|   308176| 202204|04/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   308176| 202204|04/04/2022|PANT  |Par final anterior a DSR |     21,50 |
|   308176| 202204|04/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   308176| 202204|04/04/2022|NUMA  |Numero Horas Tipo Proc/ A|      0,17 |
|   308176| 202204|04/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   308176| 202204|04/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,17 |
|   308176| 202204|04/04/2022|JREA  |Jornada Realizada        |      7,17 |
|   308176| 202204|04/04/2022|JRES  |Jornada Realizada Sadia  |      7,17 |
|   308176| 202204|04/04/2022|2837  |Horas Normais            |      7,17 |
|   308176| 202204|04/04/2022|DSHT  |Horas trabalhadas/dia    |      7,17 |
|   308176| 202204|04/04/2022|BRTD  |Horas trabalho turno dia |      7,17 |
|   308176| 202204|04/04/2022|2400  |Horas Compensadas        |      0,17-|
|   308176| 202204|04/04/2022|2700  |Saldo Semanal BH         |      0,17-|
|   308176| 202204|04/04/2022|2701  |Saldo Mensal BH          |      0,17-|
|   308176| 202204|04/04/2022|3457  |Jorn Compens Banco Horas |      0,17 |
|   308176| 202204|04/04/2022|0110  |Período variável Presença|      7,17 |
|   308176| 202204|04/04/2022|0100  |Período variável         |      7,17 |
|   308176| 202204|04/04/2022|0010  |Presença                 |      7,17 |
|   308176| 202204|04/04/2022|0003  |Horário individual       |      7,17 |
|   308176| 202204|04/04/2022|0500  |Intervalo                |      1,00 |
|   308176| 202204|04/04/2022|E837  |Hrs Normais              |      7,17 |
|   308176| 202204|04/04/2022|BRCO  |Compensação horária      |      0,17-|
|   308176| 202204|04/04/2022|2350  |Jornada Mensal           |      7,17 |
|   308176| 202204|04/04/2022|9400  |Bco Hrs Compensadas 16-31|     11,33-|
|   308176| 202204|04/04/2022|9357  |Bco Hrs Compensadas      |      0,17-|
|   308176| 202204|04/04/2022|4457  |Jorn Comp/ Banco Horas   |      0,17-|
|   308176| 202204|04/04/2022|0002  |Tempo teórico            |      7,33 |
|   308176| 202204|04/04/2022|0005  |Saldo horário flexível   |      0,17-|
|   308176| 202204|04/04/2022|0050  |Horas produtivas         |      7,17 |
|   308176| 202204|04/04/2022|0051  |Hrs/produtivas acumuladas|      7,17 |
|   308322| 202204|04/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   308322| 202204|04/04/2022|PAND  |Par inicial  teórico dia |     13,33 |
|   308322| 202204|04/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     13,33 |
|   308322| 202204|04/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   308322| 202204|04/04/2022|PANT  |Par final anterior a DSR |     22,03 |
|   308322| 202204|04/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   308322| 202204|04/04/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,53 |
|   308322| 202204|04/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   308322| 202204|04/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   308322| 202204|04/04/2022|JREA  |Jornada Realizada        |      7,87 |
|   308322| 202204|04/04/2022|JRES  |Jornada Realizada Sadia  |      7,87 |
|   308322| 202204|04/04/2022|2837  |Horas Normais            |      7,33 |
|   308322| 202204|04/04/2022|DSHT  |Horas trabalhadas/dia    |      7,33 |
|   308322| 202204|04/04/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   308322| 202204|04/04/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,50 |
|   308322| 202204|04/04/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   308322| 202204|04/04/2022|BRN2  |HrsExtra turno noite Ctg2|      0,03 |
|   308322| 202204|04/04/2022|BRT2  |Horas extra categoria 2  |     60,00 |
|   308322| 202204|04/04/2022|2502  |Banco de Horas 60%       |      0,53 |
|   308322| 202204|04/04/2022|2700  |Saldo Semanal BH         |      0,53 |
|   308322| 202204|04/04/2022|2701  |Saldo Mensal BH          |      0,53 |
|   308322| 202204|04/04/2022|E502  |Bco Hrs 60%              |      0,53 |
|   308322| 202204|04/04/2022|8704  |Hrs Extras 60%           |      0,53 |
|   308322| 202204|04/04/2022|0310  |Hrs/extrs/não autor/pres/|      0,53 |
|   308322| 202204|04/04/2022|0110  |Período variável Presença|      7,87 |
|   308322| 202204|04/04/2022|0010  |Presença                 |      7,87 |
|   308322| 202204|04/04/2022|0301  |Hrs/extras não autorizad/|      0,53 |
|   308322| 202204|04/04/2022|0100  |Período variável         |      7,33 |
|   308322| 202204|04/04/2022|0003  |Horário individual       |      7,33 |
|   308322| 202204|04/04/2022|0500  |Intervalo                |      1,00 |
|   308322| 202204|04/04/2022|E837  |Hrs Normais              |      7,33 |
|   308322| 202204|04/04/2022|E565  |Ad Not 25% S/ HE 60%     |      0,03 |
|   308322| 202204|04/04/2022|BRCO  |Compensação horária      |      0,53 |
|   308322| 202204|04/04/2022|2350  |Jornada Mensal           |      7,33 |
|   308322| 202204|04/04/2022|9400  |Bco Hrs Compensadas 16-31|      7,74-|
|   308322| 202204|04/04/2022|0002  |Tempo teórico            |      7,33 |
|   308322| 202204|04/04/2022|0005  |Saldo horário flexível   |      0,00 |
|   308322| 202204|04/04/2022|0050  |Horas produtivas         |      7,87 |
|   308322| 202204|04/04/2022|0051  |Hrs/produtivas acumuladas|      7,87 |
|   308556| 202204|04/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   308556| 202204|04/04/2022|NDSR  |Número Dias s/ repouso   |      6,00-|
|   308556| 202204|04/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   308556| 202204|04/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   308556| 202204|04/04/2022|2841  |Codigos de Abono         |      7,33 |
|   308556| 202204|04/04/2022|3395  |Abono Alteração Escala   |      7,33 |
|   308556| 202204|04/04/2022|2960  |Saldo de horas           |      7,33 |
|   308556| 202204|04/04/2022|DSHT  |Horas trabalhadas/dia    |      7,33 |
|   308556| 202204|04/04/2022|0120  |Período variável Ausência|      7,33 |
|   308556| 202204|04/04/2022|0100  |Período variável         |      7,33 |
|   308556| 202204|04/04/2022|0020  |Ausência                 |      7,33 |
|   308556| 202204|04/04/2022|0003  |Horário individual       |      7,33 |
|   308556| 202204|04/04/2022|0500  |Intervalo                |      1,00 |
|   308556| 202204|04/04/2022|9400  |Bco Hrs Compensadas 16-31|      3,21-|
|   308556| 202204|04/04/2022|0002  |Tempo teórico            |      7,33 |
|   308556| 202204|04/04/2022|TF01  |Flag de ausência         |      1,00 |
|   308777| 202204|04/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   308777| 202204|04/04/2022|PAND  |Par inicial  teórico dia |     21,92 |
|   308777| 202204|04/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     21,92 |
|   308777| 202204|04/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   308777| 202204|04/04/2022|PANT  |Par final anterior a DSR |     29,50 |
|   308777| 202204|04/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   308777| 202204|04/04/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,25 |
|   308777| 202204|04/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   308777| 202204|04/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      6,33 |
|   308777| 202204|04/04/2022|JREA  |Jornada Realizada        |      6,58 |
|   308777| 202204|04/04/2022|JRES  |Jornada Realizada Sadia  |      6,58 |
|   308777| 202204|04/04/2022|2837  |Horas Normais            |      6,33 |
|   308777| 202204|04/04/2022|DSHT  |Horas trabalhadas/dia    |      7,19 |
|   308777| 202204|04/04/2022|DSNT  |Hrs noturnas trab//dia   |      6,00 |
|   308777| 202204|04/04/2022|BRTD  |Horas trabalho turno dia |      0,33 |
|   308777| 202204|04/04/2022|BRTN  |Hrs/trabalho turno noite |      6,00 |
|   308777| 202204|04/04/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,25 |
|   308777| 202204|04/04/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   308777| 202204|04/04/2022|9100  |Redução Noturna          |      3,05 |
|   308777| 202204|04/04/2022|2502  |Banco de Horas 60%       |      0,25 |
|   308777| 202204|04/04/2022|2700  |Saldo Semanal BH         |      0,25 |
|   308777| 202204|04/04/2022|2701  |Saldo Mensal BH          |      0,25 |
|   308777| 202204|04/04/2022|E502  |Bco Hrs 60%              |      0,25 |
|   308777| 202204|04/04/2022|8704  |Hrs Extras 60%           |      0,25 |
|   308777| 202204|04/04/2022|0110  |Período variável Presença|      6,58 |
|   308777| 202204|04/04/2022|0100  |Período variável         |      6,33 |
|   308777| 202204|04/04/2022|0010  |Presença                 |      6,58 |
|   308777| 202204|04/04/2022|0003  |Horário individual       |      6,33 |
|   308777| 202204|04/04/2022|0500  |Intervalo                |      1,00 |
|   308777| 202204|04/04/2022|0310  |Hrs/extrs/não autor/pres/|      0,25 |
|   308777| 202204|04/04/2022|0301  |Hrs/extras não autorizad/|      0,25 |
|   308777| 202204|04/04/2022|E837  |Hrs Normais              |      6,33 |
|   308777| 202204|04/04/2022|E455  |Adicional Noturno 25%    |      6,86 |
|   308777| 202204|04/04/2022|BRCO  |Compensação horária      |      0,25 |
|   308777| 202204|04/04/2022|2350  |Jornada Mensal           |      6,33 |
|   308777| 202204|04/04/2022|9400  |Bco Hrs Compensadas 16-31|      1,84-|
|   308777| 202204|04/04/2022|0002  |Tempo teórico            |      6,33 |
|   308777| 202204|04/04/2022|0050  |Horas produtivas         |      6,58 |
|   308777| 202204|04/04/2022|0051  |Hrs/produtivas acumuladas|      6,58 |
|   309141| 202204|04/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   309141| 202204|04/04/2022|PAND  |Par inicial  teórico dia |      5,00 |
|   309141| 202204|04/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |      5,00 |
|   309141| 202204|04/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   309141| 202204|04/04/2022|PANT  |Par final anterior a DSR |     13,67 |
|   309141| 202204|04/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   309141| 202204|04/04/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,33 |
|   309141| 202204|04/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   309141| 202204|04/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   309141| 202204|04/04/2022|JREA  |Jornada Realizada        |      7,67 |
|   309141| 202204|04/04/2022|JRES  |Jornada Realizada Sadia  |      7,67 |
|   309141| 202204|04/04/2022|2837  |Horas Normais            |      7,33 |
|   309141| 202204|04/04/2022|DSHT  |Horas trabalhadas/dia    |      7,33 |
|   309141| 202204|04/04/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   309141| 202204|04/04/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,33 |
|   309141| 202204|04/04/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   309141| 202204|04/04/2022|2502  |Banco de Horas 60%       |      0,33 |
|   309141| 202204|04/04/2022|2700  |Saldo Semanal BH         |      0,33 |
|   309141| 202204|04/04/2022|2701  |Saldo Mensal BH          |      0,33 |
|   309141| 202204|04/04/2022|E502  |Bco Hrs 60%              |      0,33 |
